17382175,/data/provider/renet/2017-10-23/11/6794_2017-10-23_12-55-03_59ed4bf7ba5db.xml
,/data/provider/renet/2017-10-30/22/2085_2017-10-31_00-53-28_59f72ed8ef0dd.xml
18890015,/data/provider/renet/2017-10-20/14/627_2017-10-20_16-53-06_59e98f42c06c4.xml
19044225,/data/provider/renet/2017-10-30/10/71-212_2017-10-30_12-54-27_59f686536e659.xml
18731335,/data/provider/renet/2017-10-30/14/10014772_2017-10-30_16-55-53_59f6bee940544.xml
17929845,/data/provider/renet/2017-10-16/18/3965_2017-10-16_20-54-01_59e481b9e81a1.xml
18532415,/data/provider/renet/2017-10-30/18/1026_2017-10-30_20-53-58_59f6f6b662990.xml
8909293,/data/provider/renet/2017-10-20/12/6914_2017-10-20_12-54-38_59e9575e33873.xml
15574305,/data/provider/renet/2017-10-23/11/2085_2017-10-23_12-53-46_59ed4baa6cf6f.xml
18575715,/data/provider/renet/2017-10-18/02/615-125_2017-10-18_04-53-24_59e6439407220.xml
10026323,/data/provider/renet/2017-10-24/10/2085_2017-10-24_12-54-05_59ee9d3df3d0d.xml
4251732,/data/provider/renet/2017-10-06/10/1026_2017-10-06_12-54-28_59d6e2542ada2.xml
10359193,/data/provider/renet/2017-10-13/14/627_2017-10-13_16-53-08_59e054c414e1d.xml
18701125,/data/provider/renet/2017-10-06/14/1026_2017-10-06_16-54-25_59d71a91f259c.xml
18229125,/data/provider/renet/2017-10-19/14/6860_2017-10-19_12-54-33_59e805d98b93e.xml
18245535,/data/provider/renet/2017-10-20/14/71-333_2017-10-20_16-55-41_59e98fdd78e24.xml
18994965,/data/provider/renet/2017-10-22/18/71-336_2017-10-22_20-55-43_59ec6b1f3dc2f.xml
18310865,/data/provider/renet/2017-10-20/14/1026_2017-10-20_16-54-28_59e98f94a33f6.xml
18918265,/data/provider/renet/2017-10-17/06/615-158_2017-10-17_08-53-51_59e52a6f0a761.xml
14485025,/data/provider/renet/2017-10-30/14/1026_2017-10-30_16-54-19_59f6be8ba9a8d.xml
18109665,/data/provider/renet/2017-10-10/10/627_2017-10-10_12-53-09_59dc2805424d4.xml
10516033,/data/provider/renet/2017-10-04/14/627_2017-10-04_16-53-11_59d4774732306.xml
16188845,/data/provider/renet/2017-10-17/06/71-304_2017-10-17_08-53-56_59e52a7452336.xml
18133595,/data/provider/renet/2017-10-20/14/10006822_2017-10-20_16-55-26_59e98fce239eb.xml
18622585,/data/provider/renet/2017-10-09/18/71-212_2017-10-09_20-54-19_59db474b43f02.xml
